Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,extra_0,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,extra_1
293,Josh Laurent,eng ENG,DF,MF,Burnley,30,1995,19.6,0.36,0.05,0.00,1.58,0.56,0.10,0.71,1.43,1.28,,,0.00,Matches,1995,33,18,764,19.6,0.05,0.00,0.05,0.05,0.36,0.05,0.05,0.00,0.05,Matches
294,Roméo Lavia,be BEL,MF,Chelsea,21,2004,4.2,0.00,0.00,0.00,1.90,1.90,0.00,0.24,1.19,1.67,,,0.00,Matches,,12,4,382,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
295,Enzo Le Fée,fr FRA,MF,FW,Sunderland,25,2000,32.6,0.15,0.00,0.00,0.95,1.13,0.12,3.01,0.86,1.72,,,0.00,Matches,2000,36,33,930,32.6,0.15,0.18,0.34,0.06,0.15,0.00,0.15,0.18,0.34,Matches
296,Bernd Leno,de GER,GK,Fulham,33,1992,38.0,0.08,0.00,0.00,0.00,0.16,0.00,0.00,0.03,0.03,,,0.03,Matches,,38,38,3,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
297,Jefferson Lerma,co COL,MF,DF,Crystal Palace,30,1994,19.3,0.36,0.00,0.00,1.30,1.24,0.00,0.62,1.30,0.93,,,0.10,Matches,1994,31,18,733,19.3,0.00,0.10,0.10,0.00,0.36,0.00,0.00,0.10,0.10,Matches
298,Rico Lewis,eng ENG,DF,Manchester City,20,2004,4.5,0.44,0.00,0.00,1.11,2.00,0.00,0.44,1.56,0.89,,,0.00,Matches,,11,4,407,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,
299,Keane Lewis-Potter,eng ENG,DF,MF,Brentford,24,2001,21.9,0.05,0.00,0.00,0.68,1.64,0.14,3.15,0.46,0.64,,,0.00,Matches,2001,36,22,972,21.9,0.14,0.14,0.27,0.14,0.05,0.00,0.14,0.14,0.27,Matches
300,Myles Lewis-Skelly,eng ENG,MF,DF,Arsenal,18,2006,7.9,0.38,0.00,0.00,1.27,2.03,0.13,0.00,0.63,0.63,,,0.00,Matches,2006,20,5,7.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
301,Matthijs de Ligt,nl NED,DF,Manchester Utd,25,1999,13.0,0.00,0.00,0.00,0.46,0.38,0.00,0.31,0.85,1.00,,,0.00,Matches,,13,13,1,13.0,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.00,0.08,0.08,
302,Pedro Lima,br BRA,MF,Wolves,19,2006,2.9,0.00,0.00,0.00,2.07,0.34,0.00,3.45,1.38,1.72,,,0.00,Matches,,9,3,260,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
303,Victor Lindelöf,se SWE,DF,MF,Aston Villa,31,1994,10.5,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.76,0.29,,,0.00,Matches,1994,17,11,10.5,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.09,0.09,0.00,
304,Tino Livramento,eng ENG,DF,Newcastle United,22,2002,14.8,0.07,0.00,0.00,0.47,1.08,0.14,2.43,0.14,0.95,,,0.00,Matches,,17,14,1,14.8,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.07,0.00,
305,Sean Longstaff,eng ENG,MF,Leeds United,27,1997,11.2,0.18,0.00,0.00,1.16,1.52,0.09,4.82,1.07,2.14,,,0.00,Matches,,23,10,1,11.2,0.18,0.18,0.36,0.18,0.00,0.00,0.18,0.18,0.36,0.18,
306,Fer López,es ESP,MF,Wolves,21,2004,2.6,0.38,0.00,0.00,2.31,1.54,0.00,1.54,0.00,0.38,,,0.00,Matches,,9,2,235,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.38,0.38,0.00,0.38,
307,Lucas,br BRA,MF,DF,Burnley,24,2001,15.7,0.06,0.06,0.00,0.96,0.25,0.32,3.57,1.21,1.40,,,0.00,Matches,2001,20,15,409,15.7,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,Matches
308,Lorenzo Lucca,it ITA,FW,Nottingham Forest,24,2000,1.4,0.00,0.00,0.00,0.71,1.43,1.43,0.00,0.71,0.00,,,0.00,Matches,,4,1,129,0.71,0.00,0.71,0.71,0.00,0.00,0.70,0.00,0.70,0.70,0.70,
309,Florentino Luís,pt POR,MF,Burnley,25,1999,23.4,0.26,0.00,0.00,1.71,0.34,0.04,0.47,1.71,2.09,,,0.00,Matches,,31,25,2,23.4,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.09,0.09,0.00,
310,Douglas Luiz,br BRA,MF,Aston Villa,27,1998,6.7,0.15,0.00,0.00,1.34,1.49,0.00,4.18,1.04,1.64,,,0.00,Matches,,13,7,604,0.15,0.00,0.15,0.15,0.00,0.00,0.15,0.00,0.15,0.15,0.15,
311,Douglas Luiz,br BRA,MF,Nottingham Forest,27,1998,3.5,0.57,0.00,0.00,1.14,1.43,0.00,4.29,2.00,0.86,,,0.00,Matches,,8,5,315,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
312,Saša Lukić,rs SRB,MF,Fulham,28,1996,19.3,0.47,0.00,0.00,2.75,1.30,0.10,3.52,0.83,1.45,,,0.00,Matches,,26,20,1,19.3,0.05,0.10,0.16,0.05,0.00,0.00,0.05,0.10,0.16,0.05,
313,Ian Maatsen,nl NED,DF,Aston Villa,23,2002,17.8,0.11,0.00,0.00,0.96,1.07,0.06,3.03,1.01,1.74,,,0.00,Matches,,30,17,1,17.8,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.00,
314,Alexis Mac Allister,ar ARG,MF,Liverpool,26,1998,29.5,0.24,0.00,0.00,1.19,1.08,0.00,0.68,0.61,0.92,,,0.00,Matches,,37,31,2,29.5,0.07,0.14,0.20,0.07,0.00,0.00,0.07,0.14,0.20,0.07,
315,James Maddison,eng ENG,FW,MF,Tottenham Hotspur,28,1996,0.4,0.00,0.00,0.00,2.50,2.50,0.00,15.0,0.00,2.50,,,0.00,Matches,1996,3,0,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
316,Noni Madueke,eng ENG,FW,MF,Arsenal,23,2002,13.5,0.00,0.00,0.00,1.11,1.11,0.30,5.93,0.37,0.74,,,0.00,Matches,2002,26,16,211,13.5,0.22,0.07,0.30,0.22,0.00,0.00,0.22,0.07,0.30,Matches
317,Gabriel Magalhães,br BRA,DF,Arsenal,27,1997,30.6,0.13,0.00,0.00,0.69,1.11,0.00,0.20,0.72,0.65,,,0.00,Matches,,32,30,2,30.6,0.10,0.13,0.23,0.10,0.00,0.00,0.10,0.13,0.23,0.10,
318,Soungoutou Magassa,fr FRA,MF,West Ham United,21,2003,10.9,0.37,0.00,0.00,1.56,1.56,0.00,0.83,1.56,2.11,,,0.00,Matches,,22,11,981,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.09,0.09,0.09,
319,Harry Maguire,eng ENG,DF,Manchester Utd,32,1993,18.4,0.16,0.05,0.00,0.87,0.87,0.00,0.22,0.65,0.92,,,0.00,Matches,,23,19,1,18.4,0.05,0.11,0.16,0.05,0.00,0.05,0.05,0.11,0.16,0.05,
320,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,2005,18.5,0.11,0.00,0.00,0.65,1.19,0.05,0.70,1.03,1.08,,,0.00,Matches,,28,16,1,18.5,0.05,0.11,0.16,0.05,0.00,0.00,0.05,0.11,0.16,0.05,
321,Tyrell Malacia,nl NED,DF,Manchester Utd,25,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,,0.00,Matches,,3,0,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
322,Donyell Malen,nl NED,FW,MF,Aston Villa,26,1999,7.3,0.00,0.00,0.00,0.27,0.82,0.14,0.96,0.00,0.27,,,0.00,Matches,1999,21,5,7.3,0.55,0.14,0.68,0.55,0.00,0.00,0.55,0.14,0.69,0.55,
323,Giorgi Mamardashvili,ge GEO,GK,Liverpool,24,2000,9.6,0.00,0.00,0.00,0.10,0.21,0.00,0.00,0.10,0.10,,,0.00,Matches,,10,10,867,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
324,Reinildo Mandava,mz MOZ,DF,Sunderland,31,1994,21.8,0.32,0.05,0.00,1.47,1.61,0.05,1.06,1.33,1.06,,,0.00,Matches,,25,23,1,21.8,0.00,0.05,0.05,0.00,0.00,0.05,0.00,0.05,0.05,0.00,
325,Mateus Mane,pt POR,MF,Wolves,17,2007,19.9,0.00,0.00,0.00,1.31,2.36,0.10,4.72,0.25,0.65,,,0.00,Matches,,27,19,1,19.9,0.15,0.05,0.20,0.15,0.00,0.00,0.15,0.05,0.20,0.15,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
326,Bendito Mantato,eng ENG,MF,Manchester Utd,17,2008,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,,0.00,Matches,,1,0,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
327,Solly March,eng ENG,MF,Brighton,31,1994,0.5,0.00,0.00,0.00,0.00,2.00,0.00,8.00,0.00,4.00,,,0.00,Matches,,4,0,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
328,Omar Marmoush,eg EGY,FW,MF,Manchester City,26,1999,7.8,0.38,0.00,0.00,1.28,2.69,0.77,1.54,0.26,1.03,,,0.00,Matches,1999,21,8,7.8,0.38,0.38,0.77,0.38,0.00,0.00,0.39,0.39,0.77,0.39,
329,Callum Marshall,nir NIR,FW,West Ham United,20,2004,0.7,0.00,0.00,0.00,0.00,0.00,1.43,0.00,2.86,0.00,,,0.00,Matches,,2,0,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
330,Gabriel Martinelli,br BRA,FW,MF,Arsenal,24,2001,12.0,0.25,0.00,0.00,0.83,1.17,0.42,3.08,0.08,0.67,,,0.00,Matches,2001,30,11,081,12.0,0.08,0.33,0.42,0.08,0.25,0.00,0.08,0.33,0.42,Matches
331,Emiliano Martínez,ar ARG,GK,Aston Villa,32,1992,31.5,0.06,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,,,0.00,Matches,,32,32,2,31.5,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,
332,Lisandro Martínez,ar ARG,DF,Manchester Utd,27,1998,13.7,0.00,0.07,0.00,0.66,0.15,0.00,0.15,0.88,0.80,,,0.07,Matches,,18,13,1,13.7,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,
333,Arthur Masuaku,cd COD,DF,Sunderland,31,1993,1.4,0.71,0.00,0.00,2.14,0.00,0.00,5.71,1.43,1.43,,,0.00,Matches,,3,2,126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
334,Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,22,2002,15.5,0.19,0.00,0.00,1.87,0.84,0.19,0.52,0.90,1.35,,,0.00,Matches,,26,13,1,15.5,0.13,0.26,0.39,0.13,0.00,0.00,0.13,0.26,0.39,0.13,
335,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,1997,24.6,0.08,0.00,0.00,0.85,0.77,0.73,0.45,0.24,0.16,,,0.00,Matches,,32,25,2,24.6,0.49,0.00,0.49,0.33,0.16,0.00,0.49,0.00,0.49,0.32,
336,Konstantinos Mavropanos,gr GRE,DF,West Ham United,27,1997,28.2,0.07,0.00,0.00,0.57,0.32,0.07,0.14,1.67,0.85,,,0.07,Matches,,31,27,2,28.2,0.11,0.00,0.11,0.11,0.00,0.00,0.11,0.00,0.11,0.11,
337,Eliezer Mayenda,es ESP,FW,MF,Sunderland,20,2005,8.4,0.00,0.00,0.00,0.71,1.31,0.36,0.12,0.12,0.36,,,0.00,Matches,2005,20,8,8.4,0.24,0.00,0.24,0.24,0.00,0.00,0.24,0.00,0.24,0.24,
338,Ezra Mayers,bb BRB,DF,West Ham United,18,2007,1.3,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.77,0.00,,,0.00,Matches,,6,0,117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
339,Noussair Mazraoui,ma MAR,DF,MF,Manchester Utd,27,1997,10.9,0.28,0.00,0.00,1.10,1.28,0.00,1.19,1.01,1.38,,,0.00,Matches,1997,20,11,10.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
340,Bryan Mbeumo,cm CMR,MF,FW,Manchester Utd,25,1999,29.0,0.14,0.00,0.00,0.79,0.97,0.24,3.62,0.24,0.38,,,0.00,Matches,1999,33,31,609,29.0,0.38,0.10,0.48,0.38,0.14,0.00,0.38,0.10,0.48,Matches
341,James Mcatee,eng ENG,MF,Nottingham Forest,22,2002,3.3,0.30,0.00,0.00,1.21,1.52,0.61,2.73,0.91,1.21,,,0.00,Matches,,14,2,298,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,
342,John McGinn,sct SCO,MF,Aston Villa,30,1994,23.7,0.21,0.00,0.00,1.31,2.03,0.00,3.46,0.51,0.72,,,0.00,Matches,,30,28,2,23.7,0.21,0.17,0.38,0.21,0.00,0.00,0.21,0.17,0.38,0.21,
343,Dwight McNeil,eng ENG,MF,Everton,25,1999,13.0,0.08,0.00,0.00,0.85,0.54,0.15,3.08,0.77,1.23,,,0.00,Matches,,22,14,1,13.0,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.08,0.08,0.00,
344,Hannibal Mejbri,tn TUN,MF,Burnley,22,2003,13.7,0.73,0.00,0.00,1.68,3.36,0.22,2.19,0.51,1.24,,,0.00,Matches,,27,15,1,13.7,0.07,0.29,0.36,0.07,0.00,0.00,0.07,0.29,0.37,0.07,
345,Mikel Merino,es ESP,MF,FW,Arsenal,29,1996,11.5,0.09,0.00,0.00,1.91,1.74,0.26,0.35,0.78,1.13,,,0.00,Matches,1996,22,10,036,11.5,0.35,0.26,0.61,0.35,0.09,0.00,0.35,0.26,0.61,Matches
346,Shumaira Mheuka,eng ENG,FW,Chelsea,17,2007,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
347,Antoni Milambo,nl NED,MF,Brentford,20,2005,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,,0.00,Matches,,1,1,45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
348,Nikola Milenković,rs SRB,DF,Nottingham Forest,27,1997,37.5,0.16,0.00,0.00,0.56,0.53,0.03,0.05,0.77,0.51,,,0.03,Matches,,38,37,3,37.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
349,Lewis Miley,eng ENG,MF,DF,Newcastle United,19,2006,16.6,0.00,0.00,0.00,0.30,0.24,0.12,2.53,1.20,1.08,,,0.00,Matches,2006,23,15,496,16.6,0.06,0.24,0.30,0.06,0.00,0.00,0.06,0.24,0.30,Matches
350,James Milner,eng ENG,MF,Brighton,39,1986,8.7,0.23,0.00,0.00,1.72,0.34,0.11,1.61,0.57,1.03,,,0.00,Matches,,20,7,784,0.11,0.11,0.23,0.00,0.11,0.11,0.11,0.11,0.23,0.00,0.11,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
351,Veljko Milosavljević,rs SRB,DF,Bournemouth,18,2007,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.98,,,0.00,Matches,,7,4,368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
352,Tyrone Mings,eng ENG,DF,Aston Villa,32,1993,14.7,0.07,0.00,0.00,0.68,0.54,0.00,0.27,0.75,0.14,,,0.00,Matches,,17,15,1,14.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
353,Yankuba Minteh,gm GAM,MF,Brighton,21,2004,26.6,0.11,0.00,0.00,1.20,0.83,0.38,5.98,0.56,1.39,,,0.00,Matches,,34,26,2,26.6,0.11,0.15,0.26,0.11,0.00,0.00,0.11,0.15,0.26,0.11,
354,Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,1999,36.1,0.17,0.00,0.00,0.66,0.78,0.14,2.88,0.91,1.80,,,0.00,Matches,,38,36,3,36.1,0.03,0.06,0.08,0.03,0.00,0.00,0.03,0.06,0.08,0.03,
355,Kaoru Mitoma,jp JPN,MF,FW,Brighton,28,1997,19.1,0.26,0.00,0.00,1.62,1.10,0.21,2.41,0.42,0.63,,,0.00,Matches,1997,25,19,721,19.1,0.16,0.05,0.21,0.16,0.26,0.00,0.16,0.05,0.21,Matches
356,Morato,br BRA,DF,Nottingham Forest,24,2001,14.9,0.34,0.00,0.00,1.07,0.47,0.07,0.13,0.74,1.21,,,0.00,Matches,,21,14,1,14.9,0.07,0.00,0.07,0.07,0.00,0.00,0.07,0.00,0.07,0.07,
357,Cristhian Mosquera,es ESP,DF,Arsenal,21,2004,11.0,0.36,0.00,0.00,1.55,0.64,0.09,0.27,0.73,1.91,,,0.00,Matches,,20,9,994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
358,Yerson Mosquera,co COL,DF,Wolves,24,2001,23.7,0.51,0.00,0.00,1.43,1.86,0.04,0.76,1.05,1.52,,,0.08,Matches,,27,24,2,23.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
359,Mason Mount,eng ENG,MF,Manchester Utd,26,1999,11.3,0.18,0.00,0.00,1.50,1.06,0.00,1.95,0.80,1.15,,,0.00,Matches,,23,12,1,11.3,0.27,0.00,0.27,0.27,0.00,0.00,0.27,0.00,0.27,0.27,
360,Divine Mukasa,eng ENG,MF,Manchester City,17,2007,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,2,0,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
361,Nordi Mukiele,fr FRA,DF,Sunderland,27,1997,30.9,0.16,0.00,0.00,1.13,0.84,0.10,2.75,1.20,1.46,,,0.03,Matches,,32,32,2,30.9,0.10,0.10,0.19,0.10,0.00,0.00,0.10,0.10,0.19,0.10,
362,Romaine Mundle,eng ENG,MF,Sunderland,22,2003,4.6,0.22,0.00,0.00,1.52,1.74,0.00,2.39,0.22,0.87,,,0.00,Matches,,14,2,411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
363,Marshall Munetsi,zw ZIM,MF,FW,Wolves,29,1996,9.7,0.21,0.00,0.00,1.96,1.03,0.41,1.44,0.52,1.34,,,0.00,Matches,1996,13,9,9.7,0.10,0.10,0.21,0.10,0.00,0.00,0.10,0.10,0.21,0.10,
364,Rodrigo Muniz,br BRA,FW,Fulham,24,2001,11.1,0.18,0.00,0.00,1.89,1.62,0.45,0.18,0.18,0.27,,,0.09,Matches,,21,10,1,11.1,0.09,0.09,0.18,0.09,0.00,0.00,0.09,0.09,0.18,0.09,
365,Daniel Muñoz,co COL,MF,Crystal Palace,29,1996,26.7,0.26,0.00,0.00,1.27,0.67,0.30,2.32,0.90,1.80,,,0.00,Matches,,29,29,2,26.7,0.15,0.11,0.26,0.15,0.00,0.00,0.15,0.11,0.26,0.15,
366,Murillo,br BRA,DF,Nottingham Forest,23,2002,23.7,0.21,0.00,0.00,0.97,0.30,0.00,0.08,1.22,0.97,,,0.08,Matches,,25,25,2,23.7,0.04,0.00,0.04,0.04,0.00,0.00,0.04,0.00,0.04,0.04,
367,Alex Murphy,ie IRL,DF,Newcastle United,21,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,,,0.00,Matches,,2,0,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
368,Jacob Murphy,eng ENG,FW,MF,Newcastle United,30,1995,18.0,0.11,0.00,0.00,0.50,0.72,0.28,6.94,0.33,0.67,,,0.00,Matches,1995,33,19,617,18.0,0.17,0.11,0.28,0.17,0.11,0.00,0.17,0.11,0.28,Matches
369,Vitaliy Mykolenko,ua UKR,DF,Everton,26,1999,32.9,0.18,0.00,0.00,0.88,0.85,0.00,2.83,0.82,0.76,,,0.03,Matches,,33,33,2,32.9,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,
370,David Møller Wolfe,no NOR,MF,DF,Wolves,23,2002,11.7,0.09,0.00,0.00,0.85,0.34,0.00,2.74,0.60,0.43,,,0.00,Matches,2002,22,11,049,11.7,0.00,0.17,0.17,0.00,0.09,0.00,0.00,0.17,0.17,Matches
371,Iliman Ndiaye,sn SEN,MF,Everton,25,2000,30.9,0.06,0.00,0.00,0.97,1.20,0.39,1.78,0.55,1.29,,,0.00,Matches,,32,32,2,30.9,0.19,0.10,0.29,0.13,0.06,0.00,0.19,0.10,0.29,0.13,
372,Dan Ndoye,ch SUI,MF,Nottingham Forest,24,2000,13.0,0.08,0.00,0.00,1.23,1.69,0.69,3.15,0.77,0.85,,,0.00,Matches,,24,14,1,13.0,0.08,0.08,0.15,0.08,0.00,0.00,0.08,0.08,0.15,0.08,
373,Sean Neave,eng ENG,FW,Newcastle United,18,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
374,Dan Neil,eng ENG,MF,Sunderland,23,2001,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,,,0.00,Matches,,3,0,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
375,Reiss Nelson,eng ENG,FW,MF,Brentford,25,1999,1.4,0.00,0.00,0.00,0.00,1.43,0.00,1.43,0.00,2.14,,,0.00,Matches,1999,10,0,1.4,0.00,0.71,0.71,0.00,0.00,0.00,0.00,0.71,0.71,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
376,Pedro Neto,pt POR,MF,FW,Chelsea,25,2000,29.2,0.14,0.03,0.03,0.58,0.86,0.21,6.30,0.21,0.38,,,0.00,Matches,2000,34,30,631,29.2,0.17,0.21,0.38,0.17,0.14,0.03,0.17,0.21,0.38,Matches
377,Luca Netz,de GER,DF,MF,Nottingham Forest,22,2003,4.0,0.00,0.00,0.00,1.25,0.50,0.00,0.50,0.25,2.00,,,0.00,Matches,2003,7,3,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
378,Rio Ngumoha,eng ENG,MF,Liverpool,16,2008,6.2,0.00,0.00,0.00,0.65,1.94,0.00,3.55,0.48,0.32,,,0.00,Matches,,19,5,560,0.32,0.16,0.48,0.32,0.00,0.00,0.32,0.16,0.48,0.32,0.48,
379,Eddie Nketiah,eng ENG,MF,Crystal Palace,26,1999,4.7,0.43,0.00,0.00,1.49,1.49,0.64,0.00,0.43,1.28,,,0.00,Matches,,12,2,424,0.43,0.00,0.43,0.43,0.00,0.00,0.42,0.00,0.42,0.42,0.42,
380,Lukas Nmecha,de GER,FW,Leeds United,26,1998,12.0,0.00,0.00,0.00,1.50,1.50,0.25,0.83,0.25,0.58,,,0.00,Matches,,31,10,1,12.0,0.50,0.08,0.58,0.33,0.17,0.00,0.50,0.08,0.58,0.33,
381,Matheus Nunes,pt POR,DF,Manchester City,26,1998,31.8,0.16,0.00,0.00,0.53,0.94,0.13,2.11,0.91,1.29,,,0.00,Matches,,34,32,2,31.8,0.03,0.16,0.19,0.03,0.00,0.00,0.03,0.16,0.19,0.03,
382,Ethan Nwaneri,eng ENG,MF,Arsenal,18,2007,1.9,0.00,0.00,0.00,1.05,0.00,0.00,1.05,0.00,0.00,,,0.00,Matches,,6,0,171,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
383,Trey Nyoni,eng ENG,MF,Liverpool,18,2007,0.3,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,,,0.00,Matches,,6,0,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
384,Christian Nørgaard,dk DEN,MF,Arsenal,31,1994,1.2,0.00,0.00,0.00,2.50,0.00,0.00,0.83,0.83,1.67,,,0.00,Matches,,7,1,106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
385,Jake O'Brien,ie IRL,DF,Everton,24,2001,34.7,0.17,0.03,0.00,0.66,0.49,0.12,1.41,0.37,0.92,,,0.00,Matches,,37,35,3,34.7,0.03,0.03,0.06,0.03,0.00,0.03,0.03,0.03,0.06,0.03,
386,Luke O'Nien,eng ENG,DF,Sunderland,30,1994,6.3,0.16,0.16,0.00,1.11,1.27,0.00,1.11,0.95,0.95,,,0.00,Matches,,12,5,569,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,
387,Matt O'Riley,dk DEN,MF,Brighton,24,2000,2.3,0.00,0.00,0.00,0.87,0.43,0.43,2.61,0.00,0.87,,,0.00,Matches,,6,2,204,0.43,0.00,0.43,0.00,0.43,0.43,0.44,0.00,0.44,0.00,0.00,
388,Wilson Odobert,fr FRA,MF,FW,Tottenham Hotspur,20,2004,10.9,0.00,0.00,0.00,0.18,0.92,0.18,2.57,0.00,0.73,,,0.00,Matches,2004,24,10,10.9,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.18,0.18,0.00,
389,Noah Okafor,ch SUI,FW,MF,Leeds United,25,2000,17.3,0.17,0.00,0.00,1.04,0.81,0.00,2.08,0.69,0.87,,,0.00,Matches,2000,28,19,561,17.3,0.46,0.06,0.52,0.46,0.17,0.00,0.46,0.06,0.52,Matches
390,Callum Olusesi,eng ENG,MF,Tottenham Hotspur,18,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
391,Amadou Onana,be BEL,MF,Aston Villa,23,2001,19.5,0.15,0.00,0.00,1.03,1.28,0.00,0.00,0.97,1.54,,,0.00,Matches,,25,21,1,19.5,0.10,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.10,0.10,
